revision	construction	world_knowledge_filter	accuracy	delta_accuracy	delta_accuracy_zscale
step8	nottomention	verb_make_misaligned	0.5194444444444445	0.011111111111111183	-0.08193324575031138
step8	nottomention	verb_pick up_all	0.5	0.011111111111111127	-0.08193324575031186
step8	nottomention	verb_pick up_aligned	0.5444444444444444	-0.005555555555555647	-0.2253763016985676
step8	nottomention	verb_pick up_misaligned	0.4555555555555555	0.02777777777777779	0.06150981019794293
step8	nottomention	verb_lift_all	0.525	0.011111111111111183	-0.08193324575031138
step8	nottomention	verb_lift_aligned	0.5611111111111111	0.022222222222222254	0.013695458215191492
step8	nottomention	verb_lift_misaligned	0.4888888888888889	0.0	-0.1775619497158152
step8	nottomention	verb_see_all	0.4722222222222222	0.02777777777777779	0.06150981019794293
step8	nottomention	verb_see_aligned	0.4444444444444444	0.055555555555555525	0.30058157011170056
step8	nottomention	verb_see_misaligned	0.5	0.0	-0.1775619497158152
step8	nottomention	verb_compose_all	0.5034722222222222	-0.00520833333333337	-0.22238790469964517
step8	nottomention	verb_compose_aligned	0.4791666666666667	0.0034722222222222654	-0.14767797972659508
step8	nottomention	verb_compose_misaligned	0.5277777777777778	-0.01388888888888884	-0.2970978296726938
step8	nevermind	all	0.4954878736604625	-0.0018330513254370961	-0.19333825874565697
step8	nevermind	aligned	0.5	0.0002820078962211259	-0.1751348252496854
step8	nevermind	misaligned	0.4909757473209249	-0.003948110547095374	-0.211541692241629
step8	nevermind	aligned1	0.437112239142696	0.03496897913141567	0.12340148408424556
step8	nevermind	misaligned1	0.6153412295544275	-0.0028200789622109257	-0.2018331943771103
step8	nevermind	aligned2	0.562887760857304	-0.03440496333897358	-0.47367113458361787
step8	nevermind	misaligned2	0.3666102650874224	-0.005076142131979711	-0.22125019010614677
step8	nevermind	verb_hold_all	0.4527777777777778	-0.025000000000000022	-0.39272653363819765
step8	nevermind	verb_hold_aligned	0.4722222222222222	-0.04444444444444451	-0.5600767655778286
step8	nevermind	verb_hold_misaligned	0.4333333333333333	-0.005555555555555591	-0.22537630169856712
step8	nevermind	verb_bake_all	0.4972222222222222	0.005555555555555591	-0.1297475977330633
step8	nevermind	verb_bake_aligned	0.5444444444444444	0.011111111111111072	-0.08193324575031234
step8	nevermind	verb_bake_misaligned	0.45	0.0	-0.1775619497158152
step8	nevermind	verb_cook_all	0.4913194444444444	0.005208333333333315	-0.13273599473198575
step8	nevermind	verb_cook_aligned	0.5034722222222222	0.017361111111111105	-0.028142099769716492
step8	nevermind	verb_cook_misaligned	0.4791666666666667	-0.00694444444444442	-0.2373298896942545
step8	nevermind	verb_paint_all	0.4962121212121212	-0.0037878787878787845	-0.21016264424950945
step8	nevermind	verb_paint_aligned	0.4659090909090909	-0.016414141414141437	-0.31883162602849063
step8	nevermind	verb_paint_misaligned	0.5265151515151515	0.008838383838383868	-0.10149366247052831
step8	nevermind	verb_draw_all	0.5012626262626263	0.012626262626262708	-0.06889296793683358
step8	nevermind	verb_draw_aligned	0.5555555555555556	0.017676767676767735	-0.025425375225241416
step8	nevermind	verb_draw_misaligned	0.4469696969696969	0.0075757575757575135	-0.11236056064842719
step8	nevermind	verb_sing_all	0.4898989898989899	-0.02398989898989895	-0.38403301509587867
step8	nevermind	verb_sing_aligned	0.4595959595959596	-0.01010101010101011	-0.26449713513900003
step8	nevermind	verb_sing_misaligned	0.5202020202020202	-0.037878787878787845	-0.5035688950527577
step8	nevermind	verb_write_all	0.4878472222222222	-0.010416666666666685	-0.2672138596834746
step8	nevermind	verb_write_aligned	0.4583333333333333	0.00347222222222221	-0.14767797972659558
step8	nevermind	verb_write_misaligned	0.5173611111111112	-0.02430555555555547	-0.38674973964035275
step8	nevermind	verb_make_all	0.4875	-0.005555555555555591	-0.22537630169856712
step8	nevermind	verb_make_aligned	0.5055555555555555	-0.022222222222222254	-0.36881935764682194
step8	nevermind	verb_make_misaligned	0.4694444444444444	0.011111111111111072	-0.08193324575031234
step8	nevermind	verb_pick up_all	0.55	0.011111111111111183	-0.08193324575031138
step8	nevermind	verb_pick up_aligned	0.6	0.033333333333333326	0.10932416218069436
step8	nevermind	verb_pick up_misaligned	0.5	-0.011111111111111072	-0.2731906536813181
step8	nevermind	verb_lift_all	0.4972222222222222	0.024999999999999967	0.03760263420656673
step8	nevermind	verb_lift_aligned	0.5555555555555556	0.04444444444444451	0.2049528661461982
step8	nevermind	verb_lift_misaligned	0.4388888888888889	0.005555555555555591	-0.1297475977330633
step8	nevermind	verb_see_all	0.5	0.02777777777777779	0.06150981019794293
step8	nevermind	verb_see_aligned	0.5	0.05555555555555558	0.30058157011170106
step8	nevermind	verb_see_misaligned	0.5	0.0	-0.1775619497158152
step8	nevermind	verb_compose_all	0.5052083333333334	0.00347222222222221	-0.14767797972659558
step8	nevermind	verb_compose_aligned	0.4965277777777778	0.013888888888888895	-0.05802606975893614
step8	nevermind	verb_compose_misaligned	0.5138888888888888	-0.006944444444444531	-0.23732988969425547
step8	blimp	all	0.5546268656716418	0.0027910447761193558	-0.15354059019731683
step8	comps	all	0.500121605188488	-0.0016822051074179	-0.19203998819620235
step8	ewok	all	0.0962505715592135	-0.026977594878829392	-0.40974686880901184
step8	ewok	domain_social-relations	0.0968152866242038	-0.005095541401273898	-0.22141715153439004
step8	ewok	domain_agent-properties	0.0839285714285714	-0.030357142857142805	-0.4388332301929932
step8	ewok	domain_material-properties	0.0564516129032258	0.0	-0.1775619497158152
step8	ewok	domain_spatial-relations	0.1224489795918367	0.0	-0.1775619497158152
step8	ewok	domain_material-dynamics	0.1128205128205128	-0.04743589743589739	-0.5858229551070017
step8	ewok	domain_quantitative-properties	0.0947368421052631	-0.015789473684210492	-0.3134553711404774
step8	ewok	domain_social-interactions	0.0971428571428571	-0.0685714285714286	-0.7677276656172067
step8	ewok	domain_physical-interactions	0.0964285714285714	-0.05	-0.6078911175605797
step8	ewok	domain_physical-dynamics	0.04	-0.026666666666666596	-0.4070708392330223
step8	ewok	domain_physical-relations	0.108433734939759	-0.004819277108433703	-0.21903945986952716
step8	ewok	domain_social-properties	0.0864864864864864	-0.0540540540540541	-0.6427826717101556
step16	letalone	all	0.4909757473209249	0.00028200789622101485	-0.17513482524968638
step16	letalone	aligned	0.4906937394247039	-0.0008460236886632111	-0.18484332311420318
step16	letalone	misaligned	0.4912577552171461	0.0014100394811055184	-0.1654263273851672
step16	letalone	aligned1	0.7839819514946419	0.22278623801466446	1.7398663785265087
step16	letalone	misaligned1	0.2543711223914269	-0.1799210377890581	-1.726067359106451
step16	letalone	aligned2	0.1974055273547659	-0.224478285391991	-2.109553024754916
step16	letalone	misaligned2	0.7281443880428652	0.18274111675126903	1.3952147043361158
step16	letalone	verb_hold_all	0.4944444444444444	0.0222222222222222	0.013695458215191015
step16	letalone	verb_hold_aligned	0.4888888888888889	0.005555555555555591	-0.1297475977330633
step16	letalone	verb_hold_misaligned	0.5	0.03888888888888892	0.1571385141634463
step16	letalone	verb_bake_all	0.4666666666666667	-0.047222222222222165	-0.5839839415692034
step16	letalone	verb_bake_aligned	0.5777777777777777	-0.0722222222222223	-0.7991485254915868
step16	letalone	verb_bake_misaligned	0.3555555555555555	-0.0222222222222222	-0.36881935764682144
step16	letalone	verb_cook_all	0.4965277777777778	0.026041666666666685	0.04656782520333311
step16	letalone	verb_cook_aligned	0.4965277777777778	-0.01041666666666663	-0.26721385968347416
step16	letalone	verb_cook_misaligned	0.4965277777777778	0.0625	0.3603495100901403
step16	letalone	verb_paint_all	0.4728535353535353	-0.007575757575757569	-0.24276333878320372
step16	letalone	verb_paint_aligned	0.4532828282828283	-0.013888888888888895	-0.2970978296726943
step16	letalone	verb_paint_misaligned	0.4924242424242424	-0.0012626262626262985	-0.1884288478937136
step16	letalone	verb_draw_all	0.4873737373737373	-0.0037878787878788955	-0.21016264424951042
step16	letalone	verb_draw_aligned	0.4823232323232323	-0.007575757575757569	-0.24276333878320372
step16	letalone	verb_draw_misaligned	0.4924242424242424	0.0	-0.1775619497158152
step16	letalone	verb_sing_all	0.5164141414141414	0.015151515151515138	-0.04715917158103822
step16	letalone	verb_sing_aligned	0.4722222222222222	0.0378787878787879	0.14844499562112776
step16	letalone	verb_sing_misaligned	0.5606060606060606	-0.00757575757575768	-0.24276333878320466
step16	letalone	verb_write_all	0.484375	0.001736111111111105	-0.16261996472120538
step16	letalone	verb_write_aligned	0.4930555555555556	0.06597222222222227	0.3902334800793605
step16	letalone	verb_write_misaligned	0.4756944444444444	-0.0625	-0.7154734095217709
step16	letalone	verb_make_all	0.5	-0.018055555555555602	-0.3329585936597584
step16	letalone	verb_make_aligned	0.5166666666666667	-0.030555555555555558	-0.4405408856209491
step16	letalone	verb_make_misaligned	0.4833333333333333	-0.005555555555555591	-0.22537630169856712
step16	letalone	verb_pick up_all	0.5138888888888888	0.016666666666666663	-0.03411889376756042
step16	letalone	verb_pick up_aligned	0.5555555555555556	0.033333333333333326	0.10932416218069436
step16	letalone	verb_pick up_misaligned	0.4722222222222222	0.0	-0.1775619497158152
step16	letalone	verb_lift_all	0.4777777777777778	0.005555555555555591	-0.1297475977330633
step16	letalone	verb_lift_aligned	0.5	-0.022222222222222254	-0.36881935764682194
step16	letalone	verb_lift_misaligned	0.4555555555555555	0.03333333333333327	0.10932416218069389
step16	letalone	verb_see_all	0.5	-0.02777777777777779	-0.41663370962957336
step16	letalone	verb_see_aligned	0.5	-0.05555555555555558	-0.6557054695433315
step16	letalone	verb_see_misaligned	0.5	0.0	-0.1775619497158152
step16	letalone	verb_compose_all	0.5069444444444444	0.00694444444444442	-0.11779400973737592
step16	letalone	verb_compose_aligned	0.4895833333333333	0.00694444444444442	-0.11779400973737592
step16	letalone	verb_compose_misaligned	0.5243055555555556	0.00694444444444442	-0.11779400973737592
step16	muchless	all	0.5001410039481106	-0.0014100394811054073	-0.1896975720464623
step16	muchless	aligned	0.4774393683023125	-0.036097010716300004	-0.48823388138039375
step16	muchless	misaligned	0.5228426395939086	0.033276931754089134	0.10883873728746869
step16	muchless	aligned1	0.1393119007332205	-0.27467569091934574	-2.541581179725971
step16	muchless	misaligned1	0.841511562323745	0.21996615905245342	1.7155951338652127
step16	muchless	aligned2	0.8155668358714044	0.20248166948674562	1.5651134169651824
step16	muchless	misaligned2	0.2041737168640722	-0.1534122955442752	-1.4979176592902754
step16	muchless	verb_hold_all	0.5083333333333333	0.02777777777777779	0.06150981019794293
step16	muchless	verb_hold_aligned	0.4944444444444444	-0.12222222222222229	-1.229477693336351
step16	muchless	verb_hold_misaligned	0.5222222222222223	0.17777777777777787	1.3524973137322371
step16	muchless	verb_bake_all	0.5277777777777778	0.0	-0.1775619497158152
step16	muchless	verb_bake_aligned	0.5111111111111111	-0.06666666666666665	-0.7513341735088344
step16	muchless	verb_bake_misaligned	0.5444444444444444	0.0666666666666666	0.39621027407720344
step16	muchless	verb_cook_all	0.5121527777777778	-0.00694444444444442	-0.2373298896942545
step16	muchless	verb_cook_aligned	0.4965277777777778	-0.06944444444444442	-0.7752413495002101
step16	muchless	verb_cook_misaligned	0.5277777777777778	0.05555555555555558	0.30058157011170106
step16	muchless	verb_paint_all	0.4987373737373737	0.002525252525252486	-0.15582815336001937
step16	muchless	verb_paint_aligned	0.4785353535353535	0.0063131313131312705	-0.12322745882632512
step16	muchless	verb_paint_misaligned	0.5189393939393939	-0.0012626262626262985	-0.1884288478937136
step16	muchless	verb_draw_all	0.5050505050505051	-0.002525252525252486	-0.19929574607161105
step16	muchless	verb_draw_aligned	0.4873737373737373	-0.022727272727272763	-0.3731661169179812
step16	muchless	verb_draw_misaligned	0.5227272727272727	0.017676767676767624	-0.02542537522524237
step16	muchless	verb_sing_all	0.4835858585858585	-0.002525252525252597	-0.19929574607161202
step16	muchless	verb_sing_aligned	0.4065656565656566	-0.022727272727272707	-0.37316611691798074
step16	muchless	verb_sing_misaligned	0.5606060606060606	0.017676767676767624	-0.02542537522524237
step16	muchless	verb_write_all	0.5034722222222222	0.005208333333333315	-0.13273599473198575
step16	muchless	verb_write_aligned	0.4270833333333333	-0.05902777777777779	-0.6855894395325511
step16	muchless	verb_write_misaligned	0.5798611111111112	0.06944444444444453	0.4201174500685806
step16	muchless	verb_make_all	0.4680555555555555	-0.018055555555555602	-0.3329585936597584
step16	muchless	verb_make_aligned	0.5555555555555556	-0.02777777777777779	-0.41663370962957336
step16	muchless	verb_make_misaligned	0.3805555555555555	-0.008333333333333415	-0.24928347768994333
step16	muchless	verb_pick up_all	0.4972222222222222	-0.00833333333333336	-0.24928347768994286
step16	muchless	verb_pick up_aligned	0.5055555555555555	-0.02777777777777779	-0.41663370962957336
step16	muchless	verb_pick up_misaligned	0.4888888888888889	0.011111111111111072	-0.08193324575031234
step16	muchless	verb_lift_all	0.5305555555555556	0.002777777777777768	-0.1536547737244395
step16	muchless	verb_lift_aligned	0.4888888888888889	-0.1111111111111111	-1.1338489893708472
step16	muchless	verb_lift_misaligned	0.5722222222222222	0.1166666666666667	0.8265394419219687
step16	muchless	verb_see_all	0.4722222222222222	-0.05555555555555558	-0.6557054695433315
step16	muchless	verb_see_aligned	0.4444444444444444	0.0	-0.1775619497158152
step16	muchless	verb_see_misaligned	0.5	-0.11111111111111116	-1.1338489893708477
step16	muchless	verb_compose_all	0.5069444444444444	-0.00347222222222221	-0.20744591970503487
step16	muchless	verb_compose_aligned	0.4375	-0.03125	-0.446517679618793
step16	muchless	verb_compose_misaligned	0.5763888888888888	0.02430555555555547	0.031625840208722326
step16	nottomention	all	0.4977439368302312	-0.00606316976875354	-0.2297451257376001
step16	nottomention	aligned	0.5135363790186125	-0.009306260575296155	-0.2576570570980899
step16	nottomention	misaligned	0.48195149464185	-0.0028200789622109257	-0.2018331943771103
step16	nottomention	aligned1	0.7281443880428652	0.143824027072758	1.060271528010241
step16	nottomention	misaligned1	0.2944162436548223	-0.1003948110547096	-1.041618259657926
step16	nottomention	aligned2	0.2989283699943598	-0.1624365482233503	-1.575585642206421
step16	nottomention	misaligned2	0.6694867456288776	0.09475465313028764	0.6379518709037044
step16	nottomention	verb_hold_all	0.4944444444444444	0.005555555555555536	-0.12974759773306377
step16	nottomention	verb_hold_aligned	0.5055555555555555	-0.15555555555555556	-1.51636380523286
step16	nottomention	verb_hold_misaligned	0.4833333333333333	0.16666666666666669	1.2568686097667332
step16	nottomention	verb_bake_all	0.4972222222222222	-0.041666666666666685	-0.5361695895864524
step16	nottomention	verb_bake_aligned	0.5833333333333334	-0.02777777777777779	-0.41663370962957336
step16	nottomention	verb_bake_misaligned	0.4111111111111111	-0.05555555555555558	-0.6557054695433315
step16	nottomention	verb_cook_all	0.4809027777777778	-0.02083333333333337	-0.3568657696511341
step16	nottomention	verb_cook_aligned	0.5034722222222222	-0.03472222222222221	-0.4764016496080127
step16	nottomention	verb_cook_misaligned	0.4583333333333333	-0.006944444444444475	-0.23732988969425498
step16	nottomention	verb_paint_all	0.4968434343434343	-0.005681818181818177	-0.22646299151635657
step16	nottomention	verb_paint_aligned	0.4898989898989899	-0.01767676767676768	-0.32969852420638857
step16	nottomention	verb_paint_misaligned	0.5037878787878788	0.0063131313131313815	-0.12322745882632416
step16	nottomention	verb_draw_all	0.5063131313131313	-0.0037878787878787845	-0.21016264424950945
step16	nottomention	verb_draw_aligned	0.5277777777777778	-0.017676767676767624	-0.32969852420638807
step16	nottomention	verb_draw_misaligned	0.4848484848484848	0.01010101010101011	-0.09062676429263039
step16	nottomention	verb_sing_all	0.4861111111111111	-0.008838383838383868	-0.2536302369611021
step16	nottomention	verb_sing_aligned	0.4873737373737373	-0.012626262626262708	-0.2862309314947969
step16	nottomention	verb_sing_misaligned	0.4848484848484848	-0.005050505050505083	-0.22102954242740785
step16	nottomention	verb_write_all	0.5034722222222222	0.01215277777777779	-0.07296805475354597
step16	nottomention	verb_write_aligned	0.5104166666666666	0.04861111111111105	0.24081363013326082
step16	nottomention	verb_write_misaligned	0.4965277777777778	-0.02430555555555558	-0.38674973964035375
step16	nottomention	verb_make_all	0.4986111111111111	-0.005555555555555536	-0.22537630169856665
step16	nottomention	verb_make_aligned	0.4972222222222222	0.008333333333333304	-0.10584042174168805
step16	nottomention	verb_make_misaligned	0.5	-0.019444444444444486	-0.34491218165544624
step16	nottomention	verb_pick up_all	0.4805555555555555	-0.019444444444444486	-0.34491218165544624
step16	nottomention	verb_pick up_aligned	0.5833333333333334	0.03888888888888897	0.15713851416344676
step16	nottomention	verb_pick up_misaligned	0.3777777777777777	-0.07777777777777778	-0.8469628774743377
step16	nottomention	verb_lift_all	0.5166666666666667	-0.008333333333333304	-0.24928347768994236
step16	nottomention	verb_lift_aligned	0.5666666666666667	0.005555555555555536	-0.12974759773306377
step16	nottomention	verb_lift_misaligned	0.4666666666666667	-0.0222222222222222	-0.36881935764682144
step16	nottomention	verb_see_all	0.4444444444444444	-0.02777777777777779	-0.41663370962957336
step16	nottomention	verb_see_aligned	0.5	0.05555555555555558	0.30058157011170106
step16	nottomention	verb_see_misaligned	0.3888888888888889	-0.1111111111111111	-1.1338489893708472
step16	nottomention	verb_compose_all	0.5190972222222222	0.015625	-0.04308408476432632
step16	nottomention	verb_compose_aligned	0.5138888888888888	0.034722222222222154	0.12127775017638175
step16	nottomention	verb_compose_misaligned	0.5243055555555556	-0.00347222222222221	-0.20744591970503487
step16	nevermind	all	0.4906937394247039	-0.004794134235758585	-0.21882306564001697
step16	nevermind	aligned	0.4839255499153976	-0.0160744500846024	-0.3159080442851983
step16	nevermind	misaligned	0.4974619289340101	0.0064861816130851735	-0.12173808699483611
step16	nevermind	aligned1	0.3299492385786802	-0.10716300056401579	-1.099869246845034
step16	nevermind	misaligned1	0.6373378454596729	0.021996615905245376	0.011753758642287847
step16	nevermind	aligned2	0.637901861252115	0.07501410039481105	0.46805315827463784
step16	nevermind	misaligned2	0.3575860124083474	-0.009024252679074973	-0.2552299326319596
step16	nevermind	verb_hold_all	0.4611111111111111	0.008333333333333304	-0.10584042174168805
step16	nevermind	verb_hold_aligned	0.4333333333333333	-0.03888888888888892	-0.5122624135950767
step16	nevermind	verb_hold_misaligned	0.4888888888888889	0.05555555555555558	0.30058157011170106
step16	nevermind	verb_bake_all	0.5055555555555555	0.00833333333333336	-0.10584042174168758
step16	nevermind	verb_bake_aligned	0.5	-0.0444444444444444	-0.5600767655778277
step16	nevermind	verb_bake_misaligned	0.5111111111111111	0.06111111111111106	0.348395922094452
step16	nevermind	verb_cook_all	0.484375	-0.00694444444444442	-0.2373298896942545
step16	nevermind	verb_cook_aligned	0.5034722222222222	0.0	-0.1775619497158152
step16	nevermind	verb_cook_misaligned	0.4652777777777778	-0.013888888888888895	-0.2970978296726943
step16	nevermind	verb_paint_all	0.5012626262626263	0.005050505050505083	-0.13409435700422256
step16	nevermind	verb_paint_aligned	0.476010101010101	0.01010101010101011	-0.09062676429263039
step16	nevermind	verb_paint_misaligned	0.5265151515151515	0.0	-0.1775619497158152
step16	nevermind	verb_draw_all	0.4810606060606061	-0.02020202020202022	-0.3514323205621849
step16	nevermind	verb_draw_aligned	0.5353535353535354	-0.02020202020202022	-0.3514323205621849
step16	nevermind	verb_draw_misaligned	0.4267676767676767	-0.02020202020202022	-0.3514323205621849
step16	nevermind	verb_sing_all	0.4911616161616162	0.0012626262626262985	-0.1666950515379168
step16	nevermind	verb_sing_aligned	0.4419191919191919	-0.017676767676767735	-0.329698524206389
step16	nevermind	verb_sing_misaligned	0.5404040404040404	0.02020202020202022	-0.0036915788694455672
step16	nevermind	verb_write_all	0.4982638888888889	0.010416666666666685	-0.08791003974815578
step16	nevermind	verb_write_aligned	0.4409722222222222	-0.017361111111111105	-0.326981799661914
step16	nevermind	verb_write_misaligned	0.5555555555555556	0.03819444444444442	0.15116172016560186
step16	nevermind	verb_make_all	0.4972222222222222	0.009722222222222188	-0.0938868337460002
step16	nevermind	verb_make_aligned	0.525	0.019444444444444486	-0.010211717776184225
step16	nevermind	verb_make_misaligned	0.4694444444444444	0.0	-0.1775619497158152
step16	nevermind	verb_pick up_all	0.475	-0.07500000000000007	-0.8230557014829625
step16	nevermind	verb_pick up_aligned	0.5277777777777778	-0.07222222222222219	-0.7991485254915859
step16	nevermind	verb_pick up_misaligned	0.4222222222222222	-0.07777777777777778	-0.8469628774743377
step16	nevermind	verb_lift_all	0.4861111111111111	-0.011111111111111072	-0.2731906536813181
step16	nevermind	verb_lift_aligned	0.5111111111111111	-0.04444444444444451	-0.5600767655778286
step16	nevermind	verb_lift_misaligned	0.4611111111111111	0.0222222222222222	0.013695458215191015
step16	nevermind	verb_see_all	0.5	0.0	-0.1775619497158152
step16	nevermind	verb_see_aligned	0.3888888888888889	-0.1111111111111111	-1.1338489893708472
step16	nevermind	verb_see_misaligned	0.6111111111111112	0.11111111111111116	0.7787250899392173
step16	nevermind	verb_compose_all	0.4861111111111111	-0.019097222222222265	-0.3419237846565243
step16	nevermind	verb_compose_aligned	0.4479166666666667	-0.048611111111111105	-0.5959375295648918
step16	nevermind	verb_compose_misaligned	0.5243055555555556	0.01041666666666674	-0.08791003974815531
step16	blimp	all	0.563955223880597	0.009328358208955279	-0.09727665720746316
step16	comps	all	0.4999594649371706	-0.00016214025131744414	-0.17895742330428674
step16	ewok	all	0.1065386374028349	0.010288065843621394	-0.08901685345146043
step16	ewok	domain_social-relations	0.0828025477707006	-0.014012738853503195	-0.2981637547168958
step16	ewok	domain_agent-properties	0.0982142857142857	0.014285714285714304	-0.054610758903025206
step16	ewok	domain_material-properties	0.0806451612903225	0.024193548387096697	0.03066184117681209
step16	ewok	domain_spatial-relations	0.1346938775510204	0.01224489795918371	-0.0721752147334236
step16	ewok	domain_material-dynamics	0.1641025641025641	0.05128205128205131	0.2638012993557383
step16	ewok	domain_quantitative-properties	0.0526315789473684	-0.04210526315789471	-0.5399444068482482
step16	ewok	domain_social-interactions	0.1028571428571428	0.0057142857142856995	-0.12838147339069939
step16	ewok	domain_physical-interactions	0.125	0.028571428571428595	0.06834043190976469
step16	ewok	domain_physical-dynamics	0.0133333333333333	-0.0266666666666667	-0.40707083923302323
step16	ewok	domain_physical-relations	0.0939759036144578	-0.014457831325301193	-0.30199448017695185
step16	ewok	domain_social-properties	0.0918918918918919	0.005405405405405503	-0.13103987751638038
step32	letalone	all	0.4961928934010152	0.005217146080090274	-0.13266014709241877
step32	letalone	aligned	0.5197405527354766	0.02904681331077269	0.07243187029552557
step32	letalone	misaligned	0.4726452340665538	-0.01861252115059231	-0.33775216448036455
step32	letalone	aligned1	0.7445008460236887	-0.03948110547095318	-0.5173593749739485
step32	letalone	misaligned1	0.2758037225042301	0.02143260011280318	0.006899509710028734
step32	letalone	aligned2	0.2949802594472645	0.09757473209249862	0.662223115565
step32	letalone	misaligned2	0.6694867456288776	-0.05865764241398763	-0.6824038386707564
step32	letalone	verb_hold_all	0.4777777777777778	-0.016666666666666607	-0.32100500566406953
step32	letalone	verb_hold_aligned	0.45	-0.03888888888888886	-0.5122624135950763
step32	letalone	verb_hold_misaligned	0.5055555555555555	0.005555555555555536	-0.12974759773306377
step32	letalone	verb_bake_all	0.4666666666666667	0.0	-0.1775619497158152
step32	letalone	verb_bake_aligned	0.5611111111111111	-0.016666666666666607	-0.32100500566406953
step32	letalone	verb_bake_misaligned	0.3722222222222222	0.016666666666666663	-0.03411889376756042
step32	letalone	verb_cook_all	0.4930555555555556	-0.00347222222222221	-0.20744591970503487
step32	letalone	verb_cook_aligned	0.5277777777777778	0.03125	0.09139378018716257
step32	letalone	verb_cook_misaligned	0.4583333333333333	-0.038194444444444475	-0.5062856195972328
step32	letalone	verb_paint_all	0.4924242424242424	0.019570707070707072	-0.009125027958394767
step32	letalone	verb_paint_aligned	0.5189393939393939	0.06565656565656564	0.3875167555348854
step32	letalone	verb_paint_misaligned	0.4659090909090909	-0.02651515151515149	-0.405766811451675
step32	letalone	verb_draw_all	0.5113636363636364	0.02398989898989906	0.02890911566424916
step32	letalone	verb_draw_aligned	0.5227272727272727	0.04040404040404039	0.1701787919769236
step32	letalone	verb_draw_misaligned	0.5	0.0075757575757576245	-0.11236056064842624
step32	letalone	verb_sing_all	0.4974747474747474	-0.018939393939394034	-0.34056542238428744
step32	letalone	verb_sing_aligned	0.452020202020202	-0.02020202020202022	-0.3514323205621849
step32	letalone	verb_sing_misaligned	0.5429292929292929	-0.017676767676767624	-0.32969852420638807
step32	letalone	verb_write_all	0.484375	0.0	-0.1775619497158152
step32	letalone	verb_write_aligned	0.5138888888888888	0.02083333333333326	0.001741870219502678
step32	letalone	verb_write_misaligned	0.4548611111111111	-0.020833333333333315	-0.3568657696511336
step32	letalone	verb_make_all	0.4819444444444444	-0.018055555555555602	-0.3329585936597584
step32	letalone	verb_make_aligned	0.5777777777777777	0.061111111111111005	0.3483959220944515
step32	letalone	verb_make_misaligned	0.3861111111111111	-0.09722222222222215	-1.0143131094139677
step32	letalone	verb_pick up_all	0.5388888888888889	0.025000000000000022	0.03760263420656721
step32	letalone	verb_pick up_aligned	0.5777777777777777	0.022222222222222143	0.013695458215190538
step32	letalone	verb_pick up_misaligned	0.5	0.02777777777777779	0.06150981019794293
step32	letalone	verb_lift_all	0.5138888888888888	0.03611111111111104	0.1332313381720696
step32	letalone	verb_lift_aligned	0.5166666666666667	0.01666666666666672	-0.034118893767559944
step32	letalone	verb_lift_misaligned	0.5111111111111111	0.05555555555555558	0.30058157011170106
step32	letalone	verb_see_all	0.5	0.0	-0.1775619497158152
step32	letalone	verb_see_aligned	0.5	0.0	-0.1775619497158152
step32	letalone	verb_see_misaligned	0.5	0.0	-0.1775619497158152
step32	letalone	verb_compose_all	0.5086805555555556	0.0017361111111111605	-0.1626199647212049
step32	letalone	verb_compose_aligned	0.5208333333333334	0.031250000000000056	0.09139378018716306
step32	letalone	verb_compose_misaligned	0.4965277777777778	-0.02777777777777779	-0.41663370962957336
step32	muchless	all	0.5026790750141004	0.0025380710659898	-0.15571782952064991
step32	muchless	aligned	0.503102086858432	0.025662718556119568	0.04330637670197137
step32	muchless	misaligned	0.5022560631697688	-0.020586576424139857	-0.3547420357432703
step32	muchless	aligned1	0.0682459108855047	-0.0710659898477158	-0.7891973151804555
step32	muchless	misaligned1	0.9306260575296108	0.08911449520586578	0.5894093815811142
step32	muchless	aligned2	0.9379582628313592	0.12239142695995475	0.8758100685843967
step32	muchless	misaligned2	0.0738860688099266	-0.1302876480541456	-1.2988934530676557
step32	muchless	verb_hold_all	0.5138888888888888	0.005555555555555536	-0.12974759773306377
step32	muchless	verb_hold_aligned	0.5	0.005555555555555591	-0.1297475977330633
step32	muchless	verb_hold_misaligned	0.5277777777777778	0.005555555555555536	-0.12974759773306377
step32	muchless	verb_bake_all	0.5	-0.02777777777777779	-0.41663370962957336
step32	muchless	verb_bake_aligned	0.4777777777777778	-0.03333333333333327	-0.4644480616123243
step32	muchless	verb_bake_misaligned	0.5222222222222223	-0.022222222222222143	-0.368819357646821
step32	muchless	verb_cook_all	0.4965277777777778	-0.015625	-0.3120398146673041
step32	muchless	verb_cook_aligned	0.4965277777777778	0.0	-0.1775619497158152
step32	muchless	verb_cook_misaligned	0.4965277777777778	-0.03125	-0.446517679618793
step32	muchless	verb_paint_all	0.4993686868686868	0.0006313131313130937	-0.1721285006268665
step32	muchless	verb_paint_aligned	0.4936868686868687	0.015151515151515194	-0.04715917158103774
step32	muchless	verb_paint_misaligned	0.5050505050505051	-0.01388888888888884	-0.2970978296726938
step32	muchless	verb_draw_all	0.5037878787878788	-0.0012626262626262985	-0.1884288478937136
step32	muchless	verb_draw_aligned	0.5050505050505051	0.01767676767676779	-0.025425375225240937
step32	muchless	verb_draw_misaligned	0.5025252525252525	-0.02020202020202022	-0.3514323205621849
step32	muchless	verb_sing_all	0.5	0.016414141414141492	-0.036292273403139334
